MIDI,Onset,Duration,String,Position,Finger,Expansion
58,0.1875,0.0625,2,8,2,0
52,0.25,0.0625,3,8,3,0
58,0.3125,0.0625,2,8,2,0
67,0.375,0.0625,1,8,4,0
58,0.4375,0.0625,2,8,2,0
52,0.5,0.0625,3,8,3,0
58,0.5625,0.0625,2,8,2,0
67,0.625,0.0625,1,8,4,0
58,0.6875,0.0625,2,8,2,0
50,0.75,0.0625,3,8,1,0
58,0.8125,0.0625,2,8,2,0
67,0.875,0.0625,1,8,4,0
58,0.9375,0.0625,2,8,2,0
49,0.0,0.0625,3,7,1,0
58,0.0625,0.0625,2,7,2,1
67,0.125,0.0625,1,7,4,1
58,0.1875,0.0625,2,7,2,1
52,0.25,0.0625,3,8,3,0
58,0.3125,0.0625,2,8,2,0
67,0.375,0.0625,1,8,4,0
58,0.4375,0.0625,2,8,2,0
50,0.5,0.0625,3,8,1,0
58,0.5625,0.0625,2,8,2,0
67,0.625,0.0625,1,8,4,0
58,0.6875,0.0625,2,8,2,0
49,0.75,0.0625,3,7,1,0
58,0.8125,0.0625,2,7,2,1
67,0.875,0.0625,1,7,4,1
58,0.9375,0.0625,2,7,2,1
48,0.0,0.0625,3,6,1,0
57,0.0625,0.0625,2,6,2,1
66,0.125,0.0625,1,6,4,1
57,0.1875,0.0625,2,6,2,1
51,0.25,0.0625,3,7,3,0
57,0.3125,0.0625,2,7,2,0
66,0.375,0.0625,1,7,4,0
57,0.4375,0.0625,2,7,2,0
48,0.5,0.0625,3,6,1,0
57,0.5625,0.0625,2,6,2,1
66,0.625,0.0625,1,6,4,1
57,0.6875,0.0625,2,6,2,1
51,0.75,0.0625,3,7,3,0
57,0.8125,0.0625,2,7,2,0
66,0.875,0.0625,1,7,4,0
57,0.9375,0.0625,2,7,2,0
48,0.0,0.0625,3,6,1,0
57,0.0625,0.0625,2,6,2,1
66,0.125,0.0625,1,6,4,1
57,0.1875,0.0625,2,6,2,1
51,0.25,0.0625,3,7,3,0
57,0.3125,0.0625,2,7,2,0
66,0.375,0.0625,1,7,4,0
57,0.4375,0.0625,2,7,2,0
50,0.5,0.0625,3,7,2,0
57,0.5625,0.0625,2,7,2,0
66,0.625,0.0625,1,7,4,0
57,0.6875,0.0625,2,7,2,0
48,0.75,0.0625,3,6,1,0
57,0.8125,0.0625,2,6,2,1
66,0.875,0.0625,1,6,4,1
57,0.9375,0.0625,2,6,2,1
46,0.0,0.0625,3,2,2,0
55,0.0625,0.0625,2,2,4,0
62,0.125,0.0625,1,2,4,0
55,0.1875,0.0625,2,2,4,0
43,0.25,0.0625,3,2,0,0
55,0.3125,0.0625,2,2,4,0
62,0.375,0.0625,1,2,4,0
55,0.4375,0.0625,2,2,4,0
45,0.5,0.0625,3,2,1,0
55,0.5625,0.0625,2,2,4,0
62,0.625,0.0625,1,2,4,0
55,0.6875,0.0625,2,2,4,0
46,0.75,0.0625,3,2,2,0
55,0.8125,0.0625,2,2,4,0
62,0.875,0.0625,1,2,4,0
55,0.9375,0.0625,2,2,4,0
48,0.0,0.0625,3,6,1,0
55,0.0625,0.0625,2,6,1,0
63,0.125,0.0625,1,6,2,0
55,0.1875,0.0625,2,6,1,0
48,0.25,0.0625,3,6,1,0
58,0.3125,0.0625,2,6,4,0
63,0.375,0.0625,1,6,2,0
58,0.4375,0.0625,2,6,4,0
48,0.5,0.0625,3,6,1,0
57,0.5625,0.0625,2,6,3,0
63,0.625,0.0625,1,6,2,0
57,0.6875,0.0625,2,6,3,0
48,0.75,0.0625,3,6,1,0
55,0.8125,0.0625,2,6,1,0
63,0.875,0.0625,1,6,2,0
55,0.9375,0.0625,2,6,1,0
41,0.0,0.0625,4,6,1,0
57,0.0625,0.0625,2,6,3,0
63,0.125,0.0625,1,6,2,0
57,0.1875,0.0625,2,6,3,0
48,0.25,0.0625,3,6,1,0
57,0.3125,0.0625,2,6,3,0
63,0.375,0.0625,1,6,2,0
57,0.4375,0.0625,2,6,3,0
48,0.5,0.0625,3,6,1,0
57,0.5625,0.0625,2,6,3,0
65,0.625,0.0625,1,6,4,0
57,0.6875,0.0625,2,6,3,0
48,0.75,0.0625,3,6,1,0
57,0.8125,0.0625,2,6,3,0
63,0.875,0.0625,1,6,2,0
57,0.9375,0.0625,2,6,3,0
46,0.0,0.0625,3,4,1,0
57,0.0625,0.0625,2,4,4,1
62,0.125,0.0625,1,4,2,1
57,0.1875,0.0625,2,4,4,1
46,0.25,0.0625,3,4,1,0
57,0.3125,0.0625,2,4,4,1
62,0.375,0.0625,1,4,2,1
57,0.4375,0.0625,2,4,4,1
46,0.5,0.0625,3,4,1,0
55,0.5625,0.0625,2,4,3,0
62,0.625,0.0625,1,4,3,0
55,0.6875,0.0625,2,4,3,0
46,0.75,0.0625,3,4,1,0
54,0.8125,0.0625,2,4,2,0
62,0.875,0.0625,1,4,3,0
54,0.9375,0.0625,2,4,2,0
39,0.0,0.0625,4,4,1,0
55,0.0625,0.0625,2,4,3,0
62,0.125,0.0625,1,4,3,0
55,0.1875,0.0625,2,4,3,0
46,0.25,0.0625,3,4,1,0
55,0.3125,0.0625,2,4,3,0
62,0.375,0.0625,1,4,3,0
55,0.4375,0.0625,2,4,3,0
46,0.5,0.0625,3,4,1,0
55,0.5625,0.0625,2,4,3,0
63,0.625,0.0625,1,4,4,0
55,0.6875,0.0625,2,4,3,0
46,0.75,0.0625,3,4,1,0
55,0.8125,0.0625,2,4,3,0
62,0.875,0.0625,1,4,3,0
55,0.9375,0.0625,2,4,3,0
45,0.0,0.0625,3,2,1,0
55,0.0625,0.0625,2,2,4,0
60,0.125,0.0625,1,2,2,0
55,0.1875,0.0625,2,2,4,0
45,0.25,0.0625,3,2,1,0
55,0.3125,0.0625,2,2,4,0
60,0.375,0.0625,1,2,2,0
55,0.4375,0.0625,2,2,4,0
45,0.5,0.0625,3,2,1,0
54,0.5625,0.0625,2,2,3,0
60,0.625,0.0625,1,2,2,0
54,0.6875,0.0625,2,2,3,0
45,0.75,0.0625,3,2,1,0
52,0.8125,0.0625,2,2,1,0
60,0.875,0.0625,1,2,2,0
52,0.9375,0.0625,2,2,1,0
38,0.0,0.0625,4,2,1,0
54,0.0625,0.0625,2,2,3,0
60,0.125,0.0625,1,2,2,0
54,0.1875,0.0625,2,2,3,0
45,0.25,0.0625,3,2,1,0
54,0.3125,0.0625,2,2,3,0
60,0.375,0.0625,1,2,2,0
54,0.4375,0.0625,2,2,3,0
45,0.5,0.0625,3,2,1,0
54,0.5625,0.0625,2,2,3,0
62,0.625,0.0625,1,2,4,0
54,0.6875,0.0625,2,2,3,0
45,0.75,0.0625,3,2,1,0
54,0.8125,0.0625,2,2,3,0
60,0.875,0.0625,1,2,2,0
54,0.9375,0.0625,2,2,3,0
