MIDI,Onset,Duration,String,Position,Finger,Expansion
70,0.083333333,0.083333333,1,13,3,0
70,0.166666667,0.083333333,1,13,3,0
70,0.25,0.083333333,1,13,3,0
70,0.333333333,0.083333333,1,13,3,0
70,0.416666667,0.083333333,1,13,3,0
70,0.5,0.083333333,1,13,3,0
70,0.583333333,0.083333333,1,13,3,0
70,0.666666667,0.083333333,1,13,3,0
69,0.75,0.083333333,1,13,2,0
69,0.833333333,0.083333333,1,13,2,0
69,0.916666667,0.083333333,1,13,2,0
67,0.083333333,0.083333333,1,8,4,0
67,0.166666667,0.083333333,1,8,4,0
67,0.25,0.083333333,1,8,4,0
67,0.333333333,0.083333333,1,8,4,0
67,0.416666667,0.083333333,1,8,4,0
67,0.5,0.083333333,1,8,4,0
67,0.583333333,0.083333333,1,8,4,0
67,0.666666667,0.083333333,1,8,4,0
65,0.75,0.083333333,1,8,2,0
65,0.833333333,0.083333333,1,8,2,0
65,0.916666667,0.083333333,1,8,2,0
65,0.0,0.083333333,1,8,2,0
64,0.083333333,0.083333333,1,8,1,0
67,0.166666667,0.083333333,1,8,4,0
64,0.25,0.083333333,1,8,1,0
64,0.333333333,0.083333333,1,6,3,0
62,0.416666667,0.083333333,1,6,1,0
65,0.5,0.083333333,1,6,4,0
62,0.583333333,0.083333333,1,6,1,0
62,0.666666667,0.083333333,1,5,2,0
61,0.75,0.083333333,1,5,1,0
64,0.833333333,0.083333333,1,5,4,0
61,0.916666667,0.083333333,1,5,1,0
62,0.0,0.333333333,1,5,2,0
50,0.333333333,0.333333333,2,5,0,0
53,0.0,0.333333333,3,8,4,0
65,0.416666667,0.083333333,1,8,2,0
64,0.5,0.083333333,1,8,1,0
65,0.583333333,0.083333333,1,8,2,0
67,0.666666667,0.083333333,1,8,4,0
65,0.75,0.083333333,1,8,2,0
69,0.833333333,0.083333333,1,12,3,0
65,0.916666667,0.083333333,1,8,2,0
64,0.0,0.0,1,8,1,0
65,0.0,0.0,1,8,2,0
67,0.0,0.0,1,8,4,0
65,0.0,0.166666667,1,8,2,0
64,0.166666667,0.166666667,1,8,1,0
64,0.333333333,0.5,1,8,1,0
62,0.833333333,0.166666667,1,2,4,0
60,0.0,0.083333333,1,2,2,0
62,0.083333333,0.083333333,1,2,4,0
64,0.166666667,0.083333333,1,8,1,0
65,0.25,0.083333333,1,8,2,0
64,0.333333333,0.083333333,1,8,1,0
65,0.416666667,0.083333333,1,8,2,0
67,0.5,0.083333333,1,12,1,0
69,0.583333333,0.083333333,1,12,2,1
70,0.666666667,0.25,1,12,3,1
58,0.916666667,0.083333333,2,8,2,0
58,0.0,0.166666667,2,8,2,0
57,0.166666667,0.166666667,2,8,1,0
57,0.333333333,0.333333333,2,8,1,0
60,0.833333333,0.166666667,2,8,4,0
62,0.0,0.166666667,1,6,1,0
65,0.166666667,0.166666667,1,6,4,0
58,0.333333333,0.166666667,2,6,4,0
62,0.5,0.166666667,1,6,1,0
60,0.666666667,0.166666667,2,8,4,0
58,0.833333333,0.166666667,2,8,2,0
57,0.0,0.166666667,2,8,1,0
58,0.166666667,0.166666667,2,8,2,0
57,0.333333333,0.166666667,2,8,1,0
58,0.5,0.166666667,2,8,2,0
60,0.666666667,0.166666667,2,8,4,0
60,0.833333333,0.166666667,2,8,4,0
62,0.0,0.166666667,1,6,1,0
65,0.166666667,0.166666667,1,6,4,0
58,0.333333333,0.166666667,2,6,4,0
62,0.5,0.166666667,1,6,1,0
60,0.666666667,0.166666667,2,8,4,0
58,0.833333333,0.166666667,2,8,2,0
57,0.0,0.166666667,2,8,1,0
58,0.166666667,0.166666667,2,8,2,0
57,0.333333333,0.166666667,2,8,1,0
58,0.5,0.166666667,2,8,2,0
60,0.666666667,0.166666667,2,8,4,0
60,0.833333333,0.166666667,2,8,4,0
62,0.0,0.166666667,1,6,1,0
65,0.166666667,0.166666667,1,6,4,0
58,0.333333333,0.166666667,2,6,4,0
62,0.5,0.166666667,1,6,1,0
55,0.666666667,0.166666667,2,6,1,0
58,0.833333333,0.166666667,2,6,4,0
52,0.0,0.166666667,3,6,4,1
55,0.166666667,0.166666667,2,6,1,0
48,0.333333333,0.166666667,3,6,1,0
52,0.5,0.166666667,3,6,4,1
53,0.666666667,0.166666667,3,8,4,0
65,0.833333333,0.166666667,1,8,2,0
64,0.0,0.0,1,4,4,1
62,0.0,0.166666667,1,4,2,1
60,0.166666667,0.166666667,1,4,1,0
60,0.333333333,0.0,1,1,2,1
58,0.333333333,0.166666667,1,1,1,0
57,0.5,0.166666667,1,1,0,0
57,0.666666667,0.0,2,5,4,0
55,0.666666667,0.166666667,2,5,2,0
53,0.833333333,0.166666667,2,2,2,0
52,0.0,0.166666667,2,2,1,0
55,0.166666667,0.166666667,2,2,4,0
59,0.333333333,0.166666667,1,2,1,0
60,0.5,0.166666667,1,2,2,0
48,0.666666667,0.333333333,3,2,4,0
