MIDI,Onset,Duration,String,Position,Finger,Expansion
43,0.0,0.083333333,3,2,0,0
62,0.083333333,0.083333333,1,2,4,0
60,0.166666667,0.083333333,1,2,2,0
59,0.25,0.083333333,1,2,1,0
57,0.333333333,0.083333333,1,2,0,0
55,0.416666667,0.083333333,2,2,4,0
54,0.5,0.083333333,2,2,3,0
57,0.583333333,0.083333333,1,2,0,0
55,0.666666667,0.083333333,2,2,4,0
54,0.75,0.083333333,2,2,3,0
52,0.833333333,0.083333333,2,2,1,0
50,0.916666667,0.083333333,2,2,0,0
48,0.0,0.083333333,3,2,4,0
52,0.083333333,0.083333333,2,2,1,0
50,0.166666667,0.083333333,2,2,0,0
48,0.25,0.083333333,3,2,4,0
47,0.333333333,0.083333333,3,2,3,0
45,0.416666667,0.083333333,3,2,1,0
47,0.5,0.083333333,3,5,1,0
48,0.583333333,0.083333333,3,5,2,0
50,0.666666667,0.083333333,3,5,4,0
43,0.75,0.25,3,5,0,0
55,0.0,0.083333333,3,16,9,0
74,0.083333333,0.083333333,1,16,3,1
72,0.166666667,0.083333333,1,16,2,0
71,0.25,0.083333333,1,16,1,0
69,0.333333333,0.083333333,1,16,9,0
67,0.416666667,0.083333333,2,16,3,1
66,0.5,0.083333333,2,16,2,1
69,0.583333333,0.083333333,1,16,9,0
67,0.666666667,0.083333333,2,16,3,1
66,0.75,0.083333333,2,16,2,1
64,0.833333333,0.083333333,2,16,1,0
62,0.916666667,0.083333333,2,16,9,0
60,0.0,0.083333333,3,16,3,1
64,0.083333333,0.083333333,2,16,1,0
62,0.166666667,0.083333333,2,16,9,0
60,0.25,0.083333333,3,16,3,1
59,0.333333333,0.083333333,3,16,2,1
57,0.416666667,0.083333333,3,16,1,0
59,0.5,0.083333333,3,16,2,1
60,0.583333333,0.083333333,3,16,3,1
62,0.666666667,0.083333333,2,16,9,0
55,0.75,0.25,3,16,9,0
43,0.0,0.083333333,3,2,0,0
59,0.083333333,0.083333333,1,2,1,0
60,0.166666667,0.083333333,1,2,2,0
62,0.25,0.083333333,1,2,4,0
60,0.333333333,0.083333333,1,2,2,0
59,0.416666667,0.083333333,1,2,1,0
38,0.5,0.083333333,4,2,1,0
57,0.583333333,0.083333333,1,2,0,0
59,0.666666667,0.083333333,1,2,1,0
60,0.75,0.083333333,1,2,2,0
59,0.833333333,0.083333333,1,2,1,0
57,0.916666667,0.083333333,1,2,0,0
43,0.0,0.083333333,3,2,0,0
59,0.083333333,0.083333333,1,2,1,0
60,0.166666667,0.083333333,1,2,2,0
62,0.25,0.083333333,1,2,4,0
60,0.333333333,0.083333333,1,2,2,0
59,0.416666667,0.083333333,1,2,1,0
59,0.5,0.0,1,2,1,0
60,0.5,0.0,1,2,2,0
59,0.5,0.25,1,2,1,0
57,0.75,0.25,1,2,0,0
55,0.0,0.083333333,3,16,9,0
71,0.083333333,0.083333333,1,16,1,0
72,0.166666667,0.083333333,1,16,2,0
74,0.25,0.083333333,1,16,3,1
72,0.333333333,0.083333333,1,16,2,0
71,0.416666667,0.083333333,1,16,1,0
50,0.5,0.083333333,2,16,0,0
69,0.583333333,0.083333333,1,16,9,0
71,0.666666667,0.083333333,1,16,1,0
72,0.75,0.083333333,1,16,2,0
71,0.833333333,0.083333333,1,16,1,0
69,0.916666667,0.083333333,1,16,9,0
55,0.0,0.083333333,3,16,9,0
71,0.083333333,0.083333333,1,16,1,0
72,0.166666667,0.083333333,1,16,2,0
74,0.25,0.083333333,1,16,3,1
72,0.333333333,0.083333333,1,16,2,0
71,0.416666667,0.083333333,1,16,1,0
71,0.5,0.0,1,16,1,0
72,0.5,0.0,1,16,2,0
71,0.5,0.25,1,16,1,0
69,0.75,0.1875,1,16,9,0
62,0.9375,0.0625,2,12,2,1
67,0.0,0.083333333,1,12,1,0
69,0.083333333,0.083333333,1,12,2,1
71,0.166666667,0.083333333,1,12,4,1
69,0.25,0.083333333,1,12,2,1
67,0.333333333,0.083333333,1,12,1,0
66,0.416666667,0.083333333,1,8,3,0
64,0.5,0.083333333,1,8,1,0
66,0.583333333,0.083333333,1,8,3,0
67,0.666666667,0.083333333,1,8,4,0
66,0.75,0.083333333,1,8,3,0
64,0.833333333,0.083333333,1,8,1,0
62,0.916666667,0.083333333,1,5,2,0
61,0.0,0.083333333,1,5,1,0
62,0.083333333,0.083333333,1,5,2,0
64,0.166666667,0.083333333,1,5,4,0
62,0.25,0.083333333,1,5,2,0
61,0.333333333,0.083333333,1,2,3,0
59,0.416666667,0.083333333,1,2,1,0
57,0.5,0.25,1,2,0,0
76,0.75,0.25,1,20,3,0
76,0.0,0.083333333,1,20,3,0
74,0.083333333,0.083333333,1,16,3,1
73,0.166666667,0.083333333,1,16,2,1
71,0.25,0.083333333,1,16,1,0
69,0.333333333,0.083333333,1,16,9,0
67,0.416666667,0.083333333,2,16,3,1
66,0.5,0.083333333,2,16,2,1
62,0.583333333,0.083333333,2,16,9,0
66,0.666666667,0.083333333,2,16,2,1
69,0.75,0.083333333,1,16,9,0
66,0.833333333,0.083333333,2,16,2,1
69,0.916666667,0.083333333,1,16,9,0
76,0.0,0.083333333,1,20,3,0
74,0.083333333,0.083333333,1,16,3,1
73,0.166666667,0.083333333,1,16,2,1
71,0.25,0.083333333,1,16,1,0
69,0.333333333,0.083333333,1,20,9,0
67,0.416666667,0.083333333,2,16,3,1
66,0.5,0.083333333,2,16,2,1
62,0.583333333,0.083333333,2,16,9,0
66,0.666666667,0.083333333,2,16,2,1
69,0.75,0.083333333,1,16,9,0
66,0.833333333,0.083333333,2,16,2,1
69,0.916666667,0.083333333,1,16,9,0
76,0.0,0.083333333,1,20,3,0
74,0.083333333,0.083333333,1,16,3,1
73,0.166666667,0.083333333,1,16,2,1
71,0.25,0.083333333,1,16,1,0
69,0.333333333,0.083333333,1,16,9,0
67,0.416666667,0.083333333,2,16,3,1
66,0.5,0.083333333,2,16,2,1
69,0.583333333,0.083333333,1,16,9,0
