MIDI,Onset,Duration,String,Position,Finger,Expansion
70,0.625,0.0625,1,15,1,0
68,0.6875,0.0625,1,15,9,0
67,0.75,0.0625,2,15,4,1
65,0.8125,0.0625,2,15,2,1
63,0.875,0.0625,2,15,1,0
61,0.9375,0.0625,2,15,9,0
60,0.0,0.0625,2,10,3,0
61,0.0625,0.0625,2,15,9,0
63,0.125,0.0625,2,15,1,0
65,0.1875,0.0625,2,15,2,1
63,0.25,0.0625,2,15,1,0
60,0.3125,0.0625,2,10,3,0
61,0.375,0.0625,2,15,9,0
58,0.4375,0.0625,2,7,2,1
56,0.5,0.25,2,7,1,0
37,0.0,0.25,4,1,1,0
65,0.25,0.5,1,10,1,0
67,0.75,0.125,1,10,3,0
68,0.875,0.125,1,10,4,0
68,0.0,0.125,1,10,4,0
63,0.125,0.125,1,6,2,0
63,0.25,0.25,1,6,2,0
63,0.5,0.125,1,6,2,0
65,0.625,0.0625,1,6,4,0
63,0.6875,0.0625,1,6,2,0
61,0.75,0.0625,1,1,4,0
60,0.8125,0.0625,1,1,3,0
58,0.875,0.0625,1,1,1,0
56,0.9375,0.0625,2,6,2,0
55,0.0,0.0625,2,6,1,0
56,0.0625,0.0625,2,6,2,0
55,0.125,0.0625,2,6,1,0
56,0.1875,0.0625,2,6,2,0
58,0.25,0.0625,1,1,1,0
60,0.3125,0.0625,1,1,3,0
58,0.375,0.0625,1,1,1,0
60,0.4375,0.0625,1,1,3,0
61,0.5,0.0625,1,1,4,0
60,0.5625,0.0625,1,1,3,0
58,0.625,0.0625,1,1,1,0
60,0.6875,0.0625,1,1,3,0
61,0.75,0.0625,1,1,4,0
58,0.8125,0.0625,1,1,1,0
63,0.875,0.0625,1,4,4,0
61,0.9375,0.0625,1,4,2,0
60,0.0,0.0625,1,4,1,0
61,0.0625,0.0625,1,4,2,0
60,0.125,0.0625,1,4,1,0
61,0.1875,0.0625,1,4,2,0
63,0.25,0.0625,1,4,4,0
61,0.3125,0.0625,1,4,2,0
60,0.375,0.0625,1,4,1,0
61,0.4375,0.0625,1,4,2,0
63,0.5,0.25,1,4,4,0
37,0.0,0.25,4,1,1,0
65,0.25,0.25,1,8,2,0
64,0.5,0.0625,1,8,1,0
65,0.5625,0.0625,1,8,2,0
67,0.625,0.0625,1,8,4,0
65,0.6875,0.0625,1,8,2,0
63,0.75,0.0625,1,7,1,0
61,0.8125,0.0625,1,1,4,0
60,0.875,0.0625,1,1,3,0
58,0.9375,0.0625,1,1,1,0
55,0.0,0.1875,2,6,1,0
56,0.1875,0.03125,2,6,2,0
58,0.21875,0.03125,2,6,4,0
56,0.25,0.25,2,6,2,0
51,0.75,0.0625,3,6,4,0
56,0.8125,0.0625,2,6,2,0
60,0.875,0.0625,1,4,1,0
63,0.9375,0.0625,1,4,4,0
63,0.0,0.0625,1,4,4,0
61,0.0625,0.0625,1,4,2,0
60,0.125,0.0625,1,4,1,0
61,0.1875,0.0625,1,4,2,0
58,0.25,0.0625,1,1,1,0
60,0.3125,0.0625,1,1,3,0
61,0.375,0.0625,1,1,4,0
58,0.4375,0.0625,1,1,1,0
61,0.5,0.0625,1,1,4,0
60,0.5625,0.0625,1,1,3,0
58,0.625,0.0625,1,1,1,0
60,0.6875,0.0625,1,1,3,0
65,0.75,0.0625,1,6,4,0
63,0.8125,0.0625,1,6,2,0
61,0.875,0.0625,1,1,4,0
60,0.9375,0.0625,1,1,3,0
61,0.0,0.0625,1,1,4,0
60,0.0625,0.0625,1,1,3,0
58,0.125,0.0625,1,1,1,0
60,0.1875,0.0625,1,1,3,0
51,0.25,0.5,2,1,1,0
63,0.75,0.25,1,6,2,0
62,0.0,0.0625,1,6,1,0
63,0.0625,0.0625,1,6,2,0
65,0.125,0.0625,1,6,4,0
63,0.1875,0.0625,1,6,2,0
62,0.25,0.0625,1,6,1,0
63,0.3125,0.0625,1,6,2,0
60,0.375,0.0625,1,4,1,0
62,0.4375,0.0625,1,4,3,0
58,0.5,0.0625,1,1,1,0
60,0.5625,0.0625,1,1,3,0
62,0.625,0.0625,1,6,1,0
63,0.6875,0.0625,1,6,2,0
65,0.75,0.0625,1,6,4,0
62,0.8125,0.0625,1,6,1,0
58,0.875,0.0625,2,6,4,0
56,0.9375,0.0625,2,6,2,0
55,0.0,0.0625,2,6,1,0
58,0.0625,0.0625,2,6,4,0
56,0.125,0.0625,2,6,2,0
55,0.1875,0.0625,2,6,1,0
56,0.25,0.0625,2,6,2,0
58,0.3125,0.0625,2,6,4,0
60,0.375,0.0625,1,4,1,0
62,0.4375,0.0625,1,4,3,0
63,0.5,0.0625,1,4,4,0
65,0.5625,0.0625,1,10,1,0
67,0.625,0.0625,1,10,3,0
65,0.6875,0.0625,1,10,1,0
68,0.75,0.0625,1,10,4,0
67,0.8125,0.0625,1,10,3,0
65,0.875,0.0625,1,10,1,0
63,0.9375,0.0625,1,6,2,0
