MIDI,Onset,Duration,String,Position,Finger,Expansion
36,0.0,0.166666667,4,1,0,0
37,0.166666667,0.166666667,4,1,1,0
38,0.333333333,0.166666667,4,1,2,0
39,0.5,0.166666667,4,1,3,0
40,0.666666667,0.166666667,4,5,1,0
41,0.833333333,0.166666667,4,5,2,0
42,0.0,0.166666667,4,5,3,0
43,0.166666667,0.166666667,3,1,0,0
44,0.333333333,0.166666667,3,1,1,0
45,0.5,0.166666667,3,1,2,0
46,0.666666667,0.166666667,3,1,3,0
47,0.833333333,0.166666667,3,5,1,0
48,0.0,0.166666667,3,5,2,0
47,0.166666667,0.166666667,3,5,1,0
48,0.333333333,0.166666667,3,5,2,0
47,0.5,0.166666667,3,5,1,0
48,0.666666667,0.166666667,3,5,2,0
47,0.833333333,0.166666667,3,5,1,0
48,0.0,0.166666667,3,2,4,0
52,0.166666667,0.166666667,2,2,1,0
55,0.333333333,0.166666667,2,2,4,0
52,0.5,0.166666667,2,2,1,0
50,0.666666667,0.166666667,2,2,0,0
48,0.833333333,0.166666667,3,2,4,0
43,0.0,0.166666667,3,1,0,0
44,0.166666667,0.166666667,3,1,1,0
45,0.333333333,0.166666667,3,1,2,0
46,0.5,0.166666667,3,1,3,0
47,0.666666667,0.166666667,3,5,1,0
48,0.833333333,0.166666667,3,5,2,0
49,0.0,0.166666667,3,5,3,0
50,0.166666667,0.166666667,2,1,0,0
51,0.333333333,0.166666667,2,1,1,0
52,0.5,0.166666667,2,1,2,0
53,0.666666667,0.166666667,2,1,3,0
54,0.833333333,0.166666667,2,5,1,0
55,0.0,0.166666667,2,5,2,0
54,0.166666667,0.166666667,2,5,1,0
55,0.333333333,0.166666667,2,5,2,0
54,0.5,0.166666667,2,5,1,0
55,0.666666667,0.166666667,2,5,2,0
54,0.833333333,0.166666667,2,5,1,0
55,0.0,0.166666667,2,5,2,0
57,0.166666667,0.166666667,2,5,4,0
55,0.333333333,0.166666667,2,5,2,0
53,0.5,0.166666667,2,2,2,0
52,0.666666667,0.166666667,2,2,1,0
50,0.833333333,0.166666667,2,2,0,0
48,0.0,0.166666667,3,5,2,0
49,0.166666667,0.166666667,3,5,3,0
50,0.333333333,0.166666667,2,1,0,0
51,0.5,0.166666667,2,1,1,0
52,0.666666667,0.166666667,2,1,2,0
53,0.833333333,0.166666667,2,1,3,0
54,0.0,0.166666667,2,5,1,0
55,0.166666667,0.166666667,2,5,2,0
56,0.333333333,0.166666667,2,5,3,0
57,0.5,0.166666667,1,1,0,0
58,0.666666667,0.166666667,1,1,1,0
59,0.833333333,0.166666667,1,1,2,0
60,0.0,0.166666667,1,1,3,0
59,0.166666667,0.166666667,1,1,2,0
60,0.333333333,0.166666667,1,1,3,0
59,0.5,0.166666667,1,1,2,0
60,0.666666667,0.166666667,1,1,3,0
59,0.833333333,0.166666667,1,1,2,0
60,0.0,0.166666667,1,1,3,0
64,0.166666667,0.166666667,1,8,1,0
67,0.333333333,0.166666667,1,8,4,0
64,0.5,0.166666667,1,8,1,0
62,0.666666667,0.166666667,1,2,4,0
60,0.833333333,0.166666667,1,2,2,0
55,0.0,0.166666667,2,5,2,0
56,0.166666667,0.166666667,2,5,3,0
57,0.333333333,0.166666667,1,1,0,0
58,0.5,0.166666667,1,1,1,0
59,0.666666667,0.166666667,1,1,2,0
60,0.833333333,0.166666667,1,1,3,0
61,0.0,0.166666667,1,5,1,0
62,0.166666667,0.166666667,1,5,2,0
63,0.333333333,0.166666667,1,5,3,0
64,0.5,0.166666667,1,8,1,0
65,0.666666667,0.166666667,1,8,2,0
66,0.833333333,0.166666667,1,8,3,0
67,0.0,0.166666667,1,8,4,0
66,0.166666667,0.166666667,1,8,3,0
67,0.333333333,0.166666667,1,8,4,0
66,0.5,0.166666667,1,8,3,0
67,0.666666667,0.166666667,1,8,4,0
66,0.833333333,0.166666667,1,8,3,0
67,0.0,0.166666667,1,8,4,0
43,0.166666667,0.166666667,4,8,1,0
47,0.333333333,0.166666667,4,8,4,1
50,0.5,0.166666667,3,8,1,0
47,0.666666667,0.166666667,4,8,4,1
43,0.833333333,0.166666667,4,8,1,0
